iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,gdp_per_capita
COL,South America,Colombia,2020-09-27,15978.968,137.925,500.915,3.773,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-09-27,7637.394,43.417,639.288,0.34,17643060,66.939,10581.936
PER,South America,Peru,2020-09-27,24267.431,168.568,2474.687,6.976,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-09-28,11498.558,27.585,676.774,3.598,11673029,10.202,6885.829
COL,South America,Colombia,2020-09-28,16080.122,101.154,503.922,3.007,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-09-28,7649.75,12.356,639.345,0.057,17643060,66.939,10581.936
PER,South America,Peru,2020-09-28,24423.928,156.497,2479.722,5.035,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-09-29,11534.367,35.809,679.429,2.656,11673029,10.202,6885.829
COL,South America,Colombia,2020-09-29,16194.876,114.754,507.597,3.675,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-09-29,7694.187,44.437,641.159,1.814,17643060,66.939,10581.936
PER,South America,Peru,2020-09-29,24527.41,103.482,2485.757,6.035,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-09-30,11591.764,57.397,682.342,2.913,11673029,10.202,6885.829
COL,South America,Colombia,2020-09-30,16305.66,110.784,510.938,3.341,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-09-30,7767.757,73.57,643.596,2.437,17643060,66.939,10581.936
PER,South America,Peru,2020-09-30,24620.035,92.624,2491.065,5.308,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-01,11626.46,34.695,685.426,3.084,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-01,16416.896,111.236,514.829,3.891,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-01,7854.873,87.116,648.017,4.421,17643060,66.939,10581.936
PER,South America,Peru,2020-10-01,24712.872,92.837,2495.887,4.822,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-02,11669.55,43.091,689.196,3.769,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-02,16538.607,121.711,518.78,3.95,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-02,7908.719,53.846,651.531,3.514,17643060,66.939,10581.936
PER,South America,Peru,2020-10-02,24818.052,105.181,2501.437,5.55,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-03,11699.534,29.984,691.594,2.399,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-03,16668.611,130.004,521.904,3.125,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-03,7955.026,46.307,657.312,5.781,17643060,66.939,10581.936
PER,South America,Peru,2020-10-03,24917.137,99.085,2506.32,4.883,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-04,11725.149,25.615,693.993,2.399,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-04,16804.315,135.704,524.97,3.066,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-04,7993.738,38.712,660.146,2.834,17643060,66.939,10581.936
PER,South America,Peru,2020-10-04,24917.137,0,2511.476,5.156,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-05,11745.623,20.475,696.392,2.399,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-05,16943.969,139.654,527.564,2.594,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-05,8011.025,17.287,662.073,1.927,17643060,66.939,10581.936
PER,South America,Peru,2020-10-05,25117.459,200.322,2517.026,5.55,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-06,11776.549,30.926,698.705,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-06,17094.314,150.345,530.964,3.4,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-06,8051.665,40.639,663.264,1.19,17643060,66.939,10581.936
PER,South America,Peru,2020-10-06,25172.961,55.502,2522.121,5.095,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-07,11796.938,20.389,701.789,3.084,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-07,17249.101,154.787,534.168,3.203,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-07,8135.267,83.602,665.587,2.324,17643060,66.939,10581.936
PER,South America,Peru,2020-10-07,25261.825,88.864,2527.429,5.308,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-08,11819.469,22.531,704.873,3.084,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-08,17416.053,166.952,534.168,0,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-08,8221.08,85.813,688.146,22.558,17643060,66.939,10581.936
PER,South America,Peru,2020-10-08,25344.714,82.889,2532.919,5.49,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-09,11841.485,22.017,707.785,2.913,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-09,17575.655,159.602,540.359,6.191,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-09,8266.593,45.514,690.073,1.927,17643060,66.939,10581.936
PER,South America,Peru,2020-10-09,25434.245,89.531,2537.498,4.58,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-10,11861.788,20.303,710.355,2.57,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-10,17741.663,166.009,543.601,3.243,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-10,8322.139,55.546,690.81,0.737,17643060,66.939,10581.936
PER,South America,Peru,2020-10-10,25660.923,226.678,2542.32,4.822,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-11,11871.298,9.509,711.726,1.371,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-11,17910.07,168.406,547.021,3.42,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-11,8333.758,11.619,690.98,0.17,17643060,66.939,10581.936
PER,South America,Peru,2020-10-11,25760.493,99.57,2546.961,4.64,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-12,11881.663,10.366,713.268,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-12,18062.734,152.664,549.988,2.968,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-12,8349.742,15.984,692.51,1.53,17643060,66.939,10581.936
PER,South America,Peru,2020-10-12,25815.085,54.592,2551.086,4.125,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-13,11901.11,19.447,715.41,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-13,18161.274,98.54,553.054,3.066,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-13,8398.26,48.518,693.474,0.964,17643060,66.939,10581.936
PER,South America,Peru,2020-10-13,25900.097,85.012,2555.605,4.519,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-14,11919.871,18.761,717.637,2.227,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-14,18280.391,119.117,556.297,3.243,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-14,8449.951,51.692,695.118,1.644,17643060,66.939,10581.936
PER,South America,Peru,2020-10-14,25900.097,0,2560.093,4.489,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-15,11935.12,15.249,720.207,2.57,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-15,18414.483,134.092,559.265,2.968,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-15,8522.331,72.38,697.498,2.381,17643060,66.939,10581.936
PER,South America,Peru,2020-10-15,26074.973,174.876,2564.279,4.185,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-16,11955.937,20.817,722.949,2.741,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-16,18579.018,164.535,562.39,3.125,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-16,8595.958,73.627,700.389,2.891,17643060,66.939,10581.936
PER,South America,Peru,2020-10-16,26074.973,0,2568.282,4.003,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-17,11968.616,12.679,725.005,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-17,18716.923,137.905,566.065,3.675,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-17,8639.204,43.246,701.409,1.02,17643060,66.939,10581.936
PER,South America,Peru,2020-10-17,26156.164,81.19,2572.771,4.489,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-18,11973.842,5.226,726.547,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-18,18858.444,141.521,569.347,3.282,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-18,8688.345,49.141,702.089,0.68,17643060,66.939,10581.936
PER,South America,Peru,2020-10-18,26251.154,94.99,2576.622,3.852,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-19,11984.036,10.194,728.346,1.799,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-19,18982.474,124.03,571.941,2.594,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-19,8695.941,7.595,702.543,0.453,17643060,66.939,10581.936
PER,South America,Peru,2020-10-19,26345.962,94.808,2580.292,3.67,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-20,11996.629,12.593,730.402,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-20,19144.729,162.255,575.282,3.341,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-20,8735.163,39.222,703.053,0.51,17643060,66.939,10581.936
PER,South America,Peru,2020-10-20,26412.716,66.754,2584.569,4.276,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-21,12012.992,16.363,733.143,2.741,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-21,19293.325,148.596,579.055,3.773,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-21,8820.749,85.586,705.83,2.777,17643060,66.939,10581.936
PER,South America,Peru,2020-10-21,26511.042,98.326,2588.724,4.155,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-22,12031.582,18.59,735.37,2.227,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-22,19463.775,170.45,582.455,3.4,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-22,8867.566,46.817,708.494,2.664,17643060,66.939,10581.936
PER,South America,Peru,2020-10-22,26685.676,174.634,2592.606,3.882,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-23,12045.888,14.306,737.426,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-23,19632.181,168.406,585.698,3.243,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-23,8970.666,103.1,710.081,1.587,17643060,66.939,10581.936
PER,South America,Peru,2020-10-23,26685.676,0,2596.033,3.427,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-24,12060.194,14.306,739.054,1.628,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-24,19804.518,172.337,589.589,3.891,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-24,9046.843,76.177,710.874,0.794,17643060,66.939,10581.936
PER,South America,Peru,2020-10-24,26783.942,98.266,2599.521,3.488,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-25,12066.534,6.339,740.596,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-25,19965.162,160.643,592.616,3.027,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-25,9161.393,114.549,711.498,0.623,17643060,66.939,10581.936
PER,South America,Peru,2020-10-25,26953.753,169.812,2602.705,3.185,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-26,12075.015,8.481,741.71,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-26,20145.32,180.159,596.428,3.813,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-26,9192.17,30.777,712.631,1.134,17643060,66.939,10581.936
PER,South America,Peru,2020-10-26,26953.753,0,2605.526,2.821,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-27,12089.75,14.735,742.909,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-27,20305.807,160.486,600.693,4.265,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-27,9249.643,57.473,713.482,0.85,17643060,66.939,10581.936
PER,South America,Peru,2020-10-27,27010.135,56.381,2609.256,3.73,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-28,12106.626,16.877,744.794,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-28,20477.122,171.315,604.388,3.695,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-28,9346.905,97.262,714.615,1.134,17643060,66.939,10581.936
PER,South America,Peru,2020-10-28,27068.457,58.322,2612.653,3.397,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-29,12120.59,13.964,745.736,0.942,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-29,20696.979,219.858,607.788,3.4,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-29,9425.916,79.011,715.409,0.794,17643060,66.939,10581.936
PER,South America,Peru,2020-10-29,27142.187,73.73,2616.262,3.609,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-30,12133.183,12.593,746.593,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-30,20894.079,197.1,611.895,4.107,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-30,9473.81,47.894,715.976,0.567,17643060,66.939,10581.936
PER,South America,Peru,2020-10-30,27223.044,80.857,2619.477,3.215,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-10-31,12143.977,10.794,747.45,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-10-31,21110.91,216.831,615.413,3.518,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-10-31,9533.04,59.23,718.129,2.154,17643060,66.939,10581.936
PER,South America,Peru,2020-10-31,27301.474,78.431,2623.268,3.791,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-01,12150.488,6.511,747.964,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-01,21290.48,179.569,619.363,3.95,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-01,9589.833,56.793,718.923,0.794,17643060,66.939,10581.936
PER,South America,Peru,2020-11-01,27371.928,70.454,2626.119,2.851,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-02,12153.401,2.913,748.82,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-02,21485.732,195.252,622.076,2.712,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-02,9610.691,20.858,719.376,0.453,17643060,66.939,10581.936
PER,South America,Peru,2020-11-02,27371.928,0,2629.577,3.457,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-03,12159.312,5.911,749.677,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-03,21606.322,120.591,625.888,3.813,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-03,9641.751,31.06,719.716,0.34,17643060,66.939,10581.936
PER,South America,Peru,2020-11-03,27371.928,0,2632.792,3.215,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-04,12170.106,10.794,750.277,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-04,21777.185,170.863,629.151,3.262,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-04,9716.738,74.987,720.056,0.34,17643060,66.939,10581.936
PER,South America,Peru,2020-11-04,27653.502,281.574,2635.764,2.972,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-05,12182.014,11.908,751.133,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-05,21971.573,194.388,633.003,3.852,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-05,9736.576,19.838,721.53,1.474,17643060,66.939,10581.936
PER,South America,Peru,2020-11-05,27742.517,89.015,2639.616,3.852,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-06,12194.179,12.165,752.247,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-06,22163.307,191.734,636.855,3.852,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-06,9777.669,41.093,723.287,1.757,17643060,66.939,10581.936
PER,South America,Peru,2020-11-06,27742.517,0,2642.497,2.881,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-07,12201.375,7.196,753.018,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-07,22334.563,171.256,640.589,3.734,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-07,9833.102,55.433,726.348,3.061,17643060,66.939,10581.936
PER,South America,Peru,2020-11-07,27826.862,84.345,2645.772,3.276,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-08,12205.487,4.112,753.446,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-08,22480.782,146.218,644.441,3.852,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-08,9913.643,80.542,727.198,0.85,17643060,66.939,10581.936
PER,South America,Peru,2020-11-08,27902.896,76.035,2648.532,2.76,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-09,12212.854,7.367,754.046,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-09,22582.525,101.743,648.037,3.596,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-09,9934.161,20.518,727.708,0.51,17643060,66.939,10581.936
PER,South America,Peru,2020-11-09,27973.35,70.454,2651.717,3.185,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-10,12221.678,8.824,754.56,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-10,22706.182,123.657,651.064,3.027,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-10,9959.213,25.052,728.275,0.567,17643060,66.939,10581.936
PER,South America,Peru,2020-11-10,28009.563,36.213,2655.053,3.336,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-11,12231.273,9.595,755.417,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-11,22902.122,195.94,654.68,3.616,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-11,10011.302,52.088,732.299,4.024,17643060,66.939,10581.936
PER,South America,Peru,2020-11-11,28067.309,57.746,2658.207,3.154,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-12,12240.953,9.68,756.016,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-12,23072.827,170.706,658.198,3.518,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-12,10061.35,50.048,733.773,1.474,17643060,66.939,10581.936
PER,South America,Peru,2020-11-12,28145.406,78.097,2660.998,2.79,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-13,12256.373,15.42,756.873,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-13,23243.513,170.686,661.696,3.498,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-13,10127.155,65.805,735.53,1.757,17643060,66.939,10581.936
PER,South America,Peru,2020-11-13,28213.07,67.664,2663.848,2.851,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-14,12265.968,9.595,757.387,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-14,23419.152,175.639,664.84,3.144,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-14,10181.17,54.016,736.664,1.134,17643060,66.939,10581.936
PER,South America,Peru,2020-11-14,28286.254,73.184,2667.549,3.7,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-15,12271.536,5.568,758.072,0.685,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-15,23558.924,139.772,668.81,3.97,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-15,10219.032,37.862,737.287,0.623,17643060,66.939,10581.936
PER,South America,Peru,2020-11-15,28354.463,68.21,2670.672,3.124,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-16,12282.245,10.708,758.929,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-16,23686.098,127.174,672.584,3.773,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-16,10240.627,21.595,737.741,0.453,17643060,66.939,10581.936
PER,South America,Peru,2020-11-16,28418.518,64.055,2672.735,2.062,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-17,12290.983,8.738,759.529,0.6,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-17,23802.267,116.169,675.689,3.105,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-17,10264.886,24.259,738.251,0.51,17643060,66.939,10581.936
PER,South America,Peru,2020-11-17,28456.641,38.123,2675.555,2.821,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-18,12299.207,8.224,760.3,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-18,23937.381,135.114,679.266,3.577,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-18,10329.841,64.955,739.781,1.53,17643060,66.939,10581.936
PER,South America,Peru,2020-11-18,28507.078,50.437,2678.679,3.124,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-19,12315.227,16.02,761.499,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-19,24084.523,147.142,683.157,3.891,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-19,10386.294,56.453,740.971,1.19,17643060,66.939,10581.936
PER,South America,Peru,2020-11-19,28507.078,0,2681.47,2.79,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-20,12323.622,8.395,762.441,0.942,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-20,24240.843,156.32,686.459,3.302,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-20,10419.961,33.668,742.218,1.247,17643060,66.939,10581.936
PER,South America,Peru,2020-11-20,28627.969,120.891,2683.926,2.457,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-21,12329.448,5.825,762.784,0.343,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-21,24379.377,138.534,689.898,3.439,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-21,10478.681,58.72,744.712,2.494,17643060,66.939,10581.936
PER,South America,Peru,2020-11-21,28754.259,126.29,2687.08,3.154,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-22,12334.245,4.797,763.041,0.257,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-22,24535.107,155.73,693.494,3.596,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-22,10522.154,43.473,748.226,3.514,17643060,66.939,10581.936
PER,South America,Peru,2020-11-22,28754.259,0,2690.265,3.185,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-23,12339.042,4.797,763.812,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-23,24664.07,128.963,697.268,3.773,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-23,10539.215,17.061,749.587,1.36,17643060,66.939,10581.936
PER,South America,Peru,2020-11-23,28802.452,48.193,2692.873,2.608,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-24,12348.723,9.68,764.84,1.028,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-24,24811.762,147.692,701.159,3.891,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-24,10567.101,27.886,751.797,2.211,17643060,66.939,10581.936
PER,South America,Peru,2020-11-24,28829.353,26.902,2695.967,3.094,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-25,12359.774,11.051,765.268,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-25,24978.753,166.991,704.756,3.596,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-25,10612.105,45.004,753.157,1.36,17643060,66.939,10581.936
PER,South America,Peru,2020-11-25,28886.432,57.079,2699.091,3.124,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-26,12369.54,9.766,765.782,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-26,25165.378,186.625,707.88,3.125,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-26,10663.57,51.465,754.744,1.587,17643060,66.939,10581.936
PER,South America,Peru,2020-11-26,28886.432,0,2701.851,2.76,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-27,12378.45,8.909,766.125,0.343,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-27,25362.36,196.982,711.713,3.832,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-27,10742.694,79.125,757.125,2.381,17643060,66.939,10581.936
PER,South America,Peru,2020-11-27,29004.958,118.525,2704.914,3.063,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-28,12386.845,8.395,766.639,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-28,25541.261,178.901,715.388,3.675,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-28,10820.629,77.934,757.862,0.737,17643060,66.939,10581.936
PER,South America,Peru,2020-11-28,29126.91,121.953,2707.522,2.608,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-29,12389.415,2.57,766.896,0.257,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-29,25713.48,172.219,718.984,3.596,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-29,10889.097,68.469,760.809,2.947,17643060,66.939,10581.936
PER,South America,Peru,2020-11-29,29192.481,65.571,2710.312,2.79,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-11-30,12396.782,7.367,767.324,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-11-30,25879.154,165.675,722.561,3.577,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-11-30,10921.291,32.194,762.963,2.154,17643060,66.939,10581.936
PER,South America,Peru,2020-11-30,29192.481,0,2712.89,2.578,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-01,12405.52,8.738,767.838,0.514,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-01,26036.103,156.949,725.863,3.302,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-01,10977.291,55.999,765.23,2.267,17643060,66.939,10581.936
PER,South America,Peru,2020-12-01,29225.085,32.604,2716.287,3.397,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-02,12421.283,15.763,768.609,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-02,26218.817,182.714,729.459,3.596,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-02,11045.476,68.185,768.688,3.457,17643060,66.939,10581.936
PER,South America,Peru,2020-12-02,29225.085,0,2719.381,3.094,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-03,12437.731,16.448,769.466,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-03,26400.272,181.456,733.154,3.695,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-03,11102.609,57.133,771.521,2.834,17643060,66.939,10581.936
PER,South America,Peru,2020-12-03,29330.326,105.241,2722.717,3.336,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-04,12449.639,11.908,769.894,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-04,26582.75,182.478,736.338,3.184,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-04,11136.504,33.894,776.283,4.761,17643060,66.939,10581.936
PER,South America,Peru,2020-12-04,29330.326,0,2725.173,2.457,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-05,12463.946,14.306,770.323,0.428,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-05,26772.244,189.494,739.6,3.262,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-05,11188.025,51.522,779.683,3.401,17643060,66.939,10581.936
PER,South America,Peru,2020-12-05,29445.121,114.795,2728.297,3.124,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-06,12469.771,5.825,770.58,0.257,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-06,26946.252,174.007,743.04,3.439,50882884,44.223,13254.949
ECU,South America,Ecuador,2020-12-06,11222.43,34.404,780.93,1.247,17643060,66.939,10581.936
PER,South America,Peru,2020-12-06,29500.562,55.441,2731.118,2.821,32971846,25.129,12236.706
BOL,South America,Bolivia,2020-12-07,12478.081,8.31,770.751,0.171,11673029,10.202,6885.829
COL,South America,Colombia,2020-12-07,27064.111,117.859,746.715,3.675,50882884,44.223,13254.949
